DCA License Number,License Type,License Expiration Date,License Status,License Creation Date,Industry,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Community Board,Council District,BIN,BBL,NTA,Census Tract,Detail,Longitude,Latitude,Location
1221280-DCA,Business,12/31/08,Inactive,3/17/06,Tobacco Retail Dealer,AMOR DELI CORP.,,15,WESTCHESTER SQ,,BRONX,NY,10461,7188241313,Bronx,2,210,13,2041856,2039810022,BX37,200,,-73.84331573,40.84043978,"(40.84043978434016, -73.84331572744557)"
1099884-DCA,Business,12/31/06,Inactive,1/14/02,Tobacco Retail Dealer,"DEREK G DELI & GROCERY, CORP",,71,DIVISION AVE,,BROOKLYN,NY,11211,7184868156,Brooklyn,3,301,33,3059802,3021600001,BK73,547,,-73.96613896,40.70721561,"(40.707215605725395, -73.96613896281107)"
1156297-DCA,Business,12/31/07,Inactive,11/20/03,Tobacco Retail Dealer,"LITON, MIZANUR RAHMAN",H.H GROCERY & DELI,159,E HOUSTON ST,,NEW YORK,NY,10002,2126733643,Manhattan,1,103,1,1005542,1004170018,MN27,3601,,-73.98907949,40.72306557,"(40.72306557278975, -73.98907949147022)"
1187361-DCA,Business,12/31/05,Inactive,1/7/05,Tobacco Retail Dealer,"GEORGIA PEACH DELI GROCERY, INC.",,3706,3RD AVE,,BRONX,NY,10456,7186810707,Bronx,2,203,16,2009624,2029260002,BX01,14702,,-73.90305237,40.83569398,"(40.835693983925054, -73.90305236518776)"
1071948-DCA,Business,12/31/06,Inactive,1/10/03,Tobacco Retail Dealer,"ADAMS DELI & GROCERY, INC.",,6921,CENTRAL AVE,,GLENDALE,NY,11385,7183669005,Queens,4,405,30,4088993,4036590025,QN19,625,,-73.88306066,40.70416665,"(40.70416664653227, -73.88306066314156)"
1046067-DCA,Business,12/31/05,Inactive,2/22/01,Tobacco Retail Dealer,"FAHD, SAIDI M",TAID GROCERY & DELI,898,HUNTS POINT AVE,,BRONX,NY,10474,7183788161,Bronx,2,202,17,2006321,2027610010,BX27,11502,,-73.88959648,40.81927672,"(40.81927671574053, -73.88959648318718)"
1275711-DCA,Business,12/31/09,Inactive,1/11/08,Tobacco Retail Dealer,COURT HOUSE GOURMET DELI CORP.,,8840,SUTPHIN BLVD,,JAMAICA,NY,11435,7187250255,Queens,4,412,24,4207011,4096880017,QN61,238,,-73.8090689,40.70439707,"(40.70439706594078, -73.80906889939232)"
1159190-DCA,Business,12/31/04,Inactive,1/23/04,Tobacco Retail Dealer,LOS LOBOS DELI GROCERY CORP.,,12506,84TH RD,,KEW GARDENS,NY,11415,7188476503,Queens,4,409,29,4440054,4092470001,QN60,138,,-73.82700987,40.70808421,"(40.70808420516705, -73.82700986565376)"
1124553-DCA,Business,12/31/03,Inactive,10/1/02,Tobacco Retail Dealer,"SHAMMAKH, ISA",FAMILY DELI-GROCERY,404,MARCUS GARVEY BLVD,,BROOKLYN,NY,11216,7186023038,Brooklyn,3,303,36,3053172,3018470035,BK35,275,,-73.93806771,40.68304996,"(40.683049960849786, -73.93806771469299)"
1046565-DCA,Business,12/31/09,Inactive,11/22/06,Tobacco Retail Dealer,"ALSAIDI, NABEEL M",EAST TREMONT DELI GROCERY,660,E TREMONT AVE,,BRONX,NY,10457,7189013312,Bronx,2,206,15,2009898,2029460030,BX17,36901,,-73.89197405,40.84581761,"(40.845817611159205, -73.89197405494565)"
1052616-DCA,Business,12/31/06,Inactive,12/1/00,Tobacco Retail Dealer,MOHAMED H. ALZOKARI & MOHAMED MOAZEB,WOODHAVEN DELI GROCERY,8501,JAMAICA AVE,,WOODHAVEN,NY,11421,7184414226,Queens,4,409,30,4181687,4088590031,QN53,12,,-73.85896018,40.69253475,"(40.69253474926351, -73.85896018119021)"
1087246-DCA,Business,12/31/04,Inactive,7/12/01,Tobacco Retail Dealer,SUHAILEY DELI & GROCERY CORP.,,4201,FARRAGUT RD,,BROOKLYN,NY,11203,7188262906,Brooklyn,3,317,45,3336200,3049890078,BK91,836,,-73.93647468,40.63699168,"(40.636991677489306, -73.93647467719525)"
1168593-DCA,Business,12/31/05,Inactive,5/25/04,Tobacco Retail Dealer,"ALMANSOURY, ABDO",1099 CLARKSON AVENUE DELI GROCERY,1099,CLARKSON AVE,,BROOKLYN,NY,11212,9999999999,Brooklyn,3,317,41,3100684,3046310058,BK96,884,,-73.92166062,40.66012107,"(40.66012107182645, -73.9216606155871)"
1042202-DCA,Business,12/31/04,Inactive,12/1/00,Tobacco Retail Dealer,GARBIA ALX CORP.,GOLDEN DELI,276,FLATBUSH AVE,,BROOKLYN,NY,11217,7183986516,Brooklyn,3,306,33,3259248,3009360022,BK64,161,,-73.97367044,40.6788449,"(40.67884489913037, -73.97367043548974)"
1291159-DCA,Business,12/31/09,Inactive,7/1/08,Tobacco Retail Dealer,"PALAFOX, JOSE G",LA CAMPENA DELI GROCERY,302,MORNINGSTAR RD,,STATEN ISLAND,NY,10303,7182734484,Staten Island,5,501,49,5026788,5011660034,SI12,239,,-74.14705912,40.63076685,"(40.630766853681905, -74.14705911637677)"
1223480-DCA,Business,12/31/06,Inactive,4/11/06,Tobacco Retail Dealer,BROOK MI PUEBLO MEXICAN DELI CORP.,,245,BROOK AVE,,BRONX,NY,10454,7186594510,Bronx,2,201,8,2091058,2022830053,BX39,39,,-73.91903755,40.80789408,"(40.80789408144594, -73.91903755010506)"
1286378-DCA,Business,3/31/16,Inactive,5/21/08,Stoop Line Stand,LA DUENA MEXICAN DELI INC,,3806,104TH ST,,CORONA,NY,11368,7184264348,Queens,4,403,21,4440803,4017690052,QN26,405,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.86247017,40.75134277,"(40.751342771259, -73.862470173518)"
1223524-DCA,Business,12/31/08,Inactive,4/12/06,Tobacco Retail Dealer,"REYES, RAMON A",SPRINGFIELD DELI GROCERY,11146,SPRINGFIELD BLVD,,QUEENS VLG,NY,11429,7182640961,Queens,4,413,27,4240300,4111420001,QN34,582,,-73.73974004,40.70553476,"(40.70553476346158, -73.73974003960728)"
1247469-DCA,Business,12/31/09,Inactive,1/30/07,Tobacco Retail Dealer,LA DONA DELI & GROCERY CORP.,,3763,58TH ST,,WOODSIDE,NY,11377,7182056978,Queens,4,402,26,4027692,4012130016,QN63,259,,-73.90479887,40.74910465,"(40.74910464651037, -73.90479886872335)"
1324397-DCA,Business,12/31/09,Inactive,7/1/09,Tobacco Retail Dealer,JEWEL GROCERY & DELI INC.,,2207,BATH AVE,,BROOKLYN,NY,11214,7183722875,Brooklyn,3,311,47,3168023,3064150006,BK28,296,,-73.99708322,40.59838447,"(40.59838446868397, -73.9970832196262)"
1086936-DCA,Business,3/31/06,Inactive,7/9/01,Stoop Line Stand,"LITTLE PAKISTAN DELI, CORP.",,200,2ND AVE,,NEW YORK,NY,10003,2124777744,Manhattan,1,103,2,1006479,1004540004,MN22,40,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 0, 5 foot stands: 2, 5.01 to 10 foot stands: 0",-73.98571175,40.73127477,"(40.7312747707689, -73.98571174713584)"
1053994-DCA,Business,12/31/04,Inactive,6/11/03,Tobacco Retail Dealer,"HERNANDEZ, DOMINGO",JUNIOR'S DELI GROCERY,213,UTICA AVE,,BROOKLYN,NY,11213,7187566397,Brooklyn,3,308,36,3036535,3013730001,BK61,347,,-73.93084687,40.67160837,"(40.671608370640826, -73.93084687391014)"
1163466-DCA,Business,12/31/06,Inactive,4/5/04,Tobacco Retail Dealer,"MOHAMMAD, NUR & SINGH, KULWANT",FRIENDS DELI & GROCERY,280,E 7TH ST,,NEW YORK,NY,10009,2122538114,Manhattan,1,103,2,1083432,1003760132,MN28,2602,,-73.9772822,40.72340694,"(40.7234069442055, -73.97728219522718)"
1236377-DCA,Business,12/31/09,Inactive,8/17/06,Tobacco Retail Dealer,"SUSHILA, INC.",PITKIN EXPRESS DELI,8508,PITKIN AVE,,OZONE PARK,NY,11417,7188350669,Queens,4,410,32,4245081,4113480045,QN56,58,,-73.85126431,40.67500241,"(40.67500241114547, -73.85126430740634)"
2006981-1509-DCA,Business,12/31/17,Inactive,4/28/14,Tobacco Retail Dealer,TWO HAND DELI GROCERY CORP.,,23314,MERRICK BLVD,,ROSEDALE,NY,11422,917-361-8297,Queens,4,413,31,4282736,4131610035,QN66,632,,-73.73672347,40.67481654,"(40.67481653630387, -73.73672347103007)"
1052139-DCA,Business,12/31/09,Inactive,5/10/07,Tobacco Retail Dealer,LUCKY DELI INC,,12,E 37TH ST,,NEW YORK,NY,10016,2122131370,Manhattan,1,105,3,1017188,1008660067,MN20,82,,-73.98223935,40.7499386,"(40.74993859698119, -73.98223934556324)"
1101958-DCA,Business,12/31/04,Inactive,2/19/02,Tobacco Retail Dealer,"MIDLAND MEAT, INC.",NEW YORK DELI,585,MIDLAND AVE,,STATEN ISLAND,NY,10306,7189870062,Staten Island,5,502,50,5054740,5038110001,SI45,11202,,-74.09285043,40.57218354,"(40.57218353640813, -74.09285043396505)"
1206563-DCA,Business,12/31/09,Inactive,8/12/05,Tobacco Retail Dealer,"ALI, MALEK H",MALEK DELI GROCERY,388,NOSTRAND AVE,,BROOKLYN,NY,11216,7182305556,Brooklyn,3,303,36,3050843,3018070056,BK75,243,,-73.95076761,40.6863114,"(40.686311395066156, -73.95076761031596)"
1054839-DCA,Business,12/31/05,Inactive,10/4/01,Tobacco Retail Dealer,"ALOMISI, ALI A",BOND & PACIFIC DELI & GROCERY,112,BOND ST,,BROOKLYN,NY,11217,7188527237,Brooklyn,3,302,33,0,3000000000,BK38,41,,-73.98536445,40.68615905,"(40.68615905451671, -73.98536444971462)"
1053197-DCA,Business,12/31/03,Inactive,12/13/01,Tobacco Retail Dealer,"GARCIA, LUIS",SANDY'S DELI GROCERY,97,4TH AVE,,BROOKLYN,NY,11217,7182308282,Brooklyn,3,306,33,3018640,3009340001,BK37,12901,,-73.98039,40.68131379,"(40.68131379172094, -73.98039000379978)"
1148229-DCA,Business,12/31/09,Inactive,8/12/03,Tobacco Retail Dealer,MAGID EXPRESS DELI INC.,,2789,86TH ST,,BROOKLYN,NY,11223,7187140709,Brooklyn,3,315,47,3193237,3071420020,BK26,386,,-73.97928168,40.59314556,"(40.593145562417945, -73.97928168186372)"
1043286-DCA,Business,12/31/04,Inactive,2/6/01,Tobacco Retail Dealer,"KIM WOO, OK CHA",OK DELI,300,W 44TH ST,,NEW YORK,NY,10036,2124599423,Manhattan,1,104,3,1088460,1010340037,MN15,121,,-73.98927579,40.75870619,"(40.75870618571434, -73.98927578749486)"
1251184-DCA,Business,12/31/08,Inactive,4/2/07,Tobacco Retail Dealer,"HERNANDEZ, JOSE L",HERNANDEZ DELI GROCERY,229,E KINGSBRIDGE RD,,BRONX,NY,10458,7182208860,Bronx,2,207,15,2016824,2032930130,BX05,39901,,-73.8938624,40.86517227,"(40.8651722684323, -73.89386239856803)"
1102078-DCA,Business,12/31/04,Inactive,2/20/02,Tobacco Retail Dealer,DOMINQUEZ SUPER DELI CORP.,,903,SHERIDAN AVE,,BRONX,NY,10451,7184102189,Bronx,2,204,17,2002812,2024610035,BX14,18301,,-73.92062905,40.82734702,"(40.82734702058255, -73.92062905049698)"
1054228-DCA,Business,12/31/06,Inactive,11/28/00,Tobacco Retail Dealer,"AA DELI, INC.",,3785,VICTORY BLVD,,STATEN ISLAND,NY,10314,7184772203,Staten Island,5,502,50,5042067,5027860029,SI05,29102,,-74.18174866,40.59731853,"(40.59731853250021, -74.18174865580689)"
1042859-DCA,Business,12/31/05,Inactive,9/19/00,Tobacco Retail Dealer,ASHLEY GROCERY DELI INC.,,25,W 37TH ST,,NEW YORK,NY,10018,2128400837,Manhattan,1,105,3,1015965,1008390025,MN17,84,,-73.98420613,40.75078701,"(40.75078701045785, -73.98420613421308)"
1247641-DCA,Business,12/31/07,Inactive,2/1/07,Tobacco Retail Dealer,ROSARIO BROTHERS DELI GROCERY CORP.,,1082,OLMSTEAD AVE,,BRONX,NY,10472,7183191632,Bronx,2,209,18,0,2000000000,BX59,78,,-73.85350722,40.82903791,"(40.829037908183906, -73.85350721590417)"
1304495-DCA,Business,12/31/09,Inactive,11/18/08,Tobacco Retail Dealer,HOPE DELI INC.,,103,HAVEMEYER ST,,BROOKLYN,NY,11211,718-387-8467,Brooklyn,3,301,34,3062692,3023840003,BK73,519,,-73.95649033,40.71324261,"(40.71324260743453, -73.95649033145627)"
1232194-DCA,Business,12/31/08,Inactive,4/13/07,Tobacco Retail Dealer,WILSON AVE. DELI GROCERY CORP.,,625,WILSON AVE,,BROOKLYN,NY,11207,7184523473,Brooklyn,3,304,37,3079777,3034360008,BK77,409,,-73.90642336,40.68973406,"(40.68973405737039, -73.9064233556004)"
1133937-DCA,Business,12/31/05,Inactive,3/14/03,Tobacco Retail Dealer,"JUN, MYUNG SOON",STOP & GO DELI GROCERY,134,WESTCHESTER SQ,,BRONX,NY,10461,7187920683,Bronx,2,210,13,2027291,2038570001,BX59,96,,-73.84277823,40.84001911,"(40.84001911181592, -73.8427782250284)"
1055998-DCA,Business,12/31/05,Inactive,1/16/03,Tobacco Retail Dealer,"KASSIM, MUTEE N",SHEHAB DELI-GROCERY,642,9TH AVE,,NEW YORK,NY,10036,2122652202,Manhattan,1,104,3,1025002,1010360001,MN15,121,,-73.99112007,40.76049043,"(40.760490426159066, -73.9911200708706)"
1122544-DCA,Business,12/31/04,Inactive,9/10/02,Tobacco Retail Dealer,"SMS SUPER DELI, INC.",,3219,GREENPOINT AVE,,LONG IS CITY,NY,11101,7184158603,Queens,4,402,26,4003629,4003040020,QN31,199,,-73.9358687,40.73515535,"(40.73515535092939, -73.93586870475698)"
1136567-DCA,Business,12/31/07,Inactive,4/17/03,Tobacco Retail Dealer,HAMYAR I DELI CORP.,,2532,PITKIN AVE,,BROOKLYN,NY,11208,7182358381,Brooklyn,3,305,37,3089339,3040230014,BK82,1194,,-73.87876152,40.67440612,"(40.674406118252975, -73.87876152377227)"
1148591-DCA,Business,12/31/07,Inactive,8/14/03,Tobacco Retail Dealer,727 DELI GROCERY CORP.,,727,WESTCHESTER AVE,,BRONX,NY,10455,7188619469,Bronx,2,201,17,2004571,2026450043,BX34,75,,-73.90588588,40.81760865,"(40.81760864842529, -73.90588587875936)"
1264812-DCA,Business,12/31/08,Inactive,8/17/07,Tobacco Retail Dealer,EVERGREEN GROCERY & DELI CORP.,,15916,HILLSIDE AVE,,JAMAICA,NY,11432,7182978467,Queens,4,412,24,4208977,4097650051,QN61,44602,,-73.80253797,40.70777858,"(40.70777858455916, -73.80253797169485)"
1054480-DCA,Business,12/31/04,Inactive,12/5/00,Tobacco Retail Dealer,"DELEON, SELEMA & DELEON, FAUSTO",STEVEN'S QUICK STOP DELI GROCERY,369,REMSEN AVE,,BROOKLYN,NY,11212,7183459061,Brooklyn,3,317,41,3101051,3046450052,BK96,882,,-73.92397161,40.6564007,"(40.656400699016416, -73.92397160612046)"
1236396-DCA,Business,3/31/08,Inactive,8/17/06,Stoop Line Stand,"MYRTLE AVENUE DELI & GROCERY, INC.",,1513,MYRTLE AVE,,BROOKLYN,NY,11237,7183813228,Brooklyn,3,304,37,3400854,3033180001,BK77,433,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 4, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.91518093,40.69914717,"(40.69914717061724, -73.91518092691436)"
1242217-DCA,Business,12/31/09,Inactive,9/23/08,Tobacco Retail Dealer,"ABREU, ROBERTO A",FAMILY DELI AND GROCERY,427,WYTHE AVE,,BROOKLYN,NY,11211,7183020943,Brooklyn,3,301,33,3059502,3021300001,BK73,549,,-73.96691306,40.70997706,"(40.70997706288103, -73.9669130633306)"
1188444-DCA,Business,12/31/08,Inactive,2/1/05,Tobacco Retail Dealer,JENNY DELI GROCERY CORP.,,4705,91ST PL,,ELMHURST,NY,11373,7186997390,Queens,4,404,25,0,4000000000,QN29,461,,-73.87329333,40.7423524,"(40.74235239947645, -73.87329332533865)"
1191958-DCA,Business,12/31/06,Inactive,3/29/05,Tobacco Retail Dealer,"2366 DELI & GROCERY, INC.",,2366,FREDERICK DOUGLASS BLVD,,NEW YORK,NY,10027,2128651920,Manhattan,1,110,9,1058677,1019320061,MN03,224,,-73.95027772,40.81137837,"(40.81137837329009, -73.95027772271855)"
1176950-DCA,Business,12/31/06,Inactive,8/12/04,Tobacco Retail Dealer,A & N DELI GROCERY INC.,,7818,NEW UTRECHT AVE,,BROOKLYN,NY,11214,7186213722,Brooklyn,3,311,43,3162096,3062590043,BK28,182,,-74.00069874,40.6131817,"(40.61318169773151, -74.00069874175571)"
1046982-DCA,Business,12/31/04,Inactive,10/7/00,Tobacco Retail Dealer,"OLYMPIC DELI, INC.",,217,1ST AVE,,NEW YORK,NY,10003,2122549490,Manhattan,1,103,2,1006490,1004540036,MN22,40,,-73.98315014,40.73056079,"(40.73056078810411, -73.9831501449363)"
1161169-DCA,Business,12/31/00,Inactive,3/2/04,Tobacco Retail Dealer,"BASIC DELI GROCEERY GROUP, CORP",,1292,WASHINGTON AVE,,BRONX,NY,10456,7185370695,Bronx,2,203,16,2001333,2023730023,BX01,145,,-73.90593276,40.83300381,"(40.83300380563153, -73.90593276132783)"
1316088-DCA,Business,12/31/16,Inactive,4/28/09,Tobacco Retail Dealer,"SALEH, AMER KAID MOHAMED",BEDFORD EXPRESS DELI GROCERY,1043,BEDFORD AVE,,BROOKLYN,NY,11216,7182305470,Brooklyn,3,303,36,3050072,3017930003,BK75,243,,-73.9548768,40.68825912,"(40.688259122463876, -73.95487680419025)"
1045810-DCA,Business,12/31/06,Inactive,10/17/00,Tobacco Retail Dealer,"SINDHA, AJITSINGH",4TH AVE DELI & GROCERY,5124,4TH AVE,,BROOKLYN,NY,11220,7184393678,Brooklyn,3,307,38,3013510,3007980043,BK32,78,,-74.01335464,40.64573412,"(40.64573412268935, -74.01335464089439)"
1042183-DCA,Business,12/31/07,Inactive,9/18/00,Tobacco Retail Dealer,"TREVETTEN, PATRICK & TREVETTEN, BRUNA",LUIGI QUALITY DELI,660,MORRIS PARK AVE,,BRONX,NY,10462,7188299852,Bronx,2,211,15,2042994,2040310005,BX37,236,,-73.86735836,40.84495754,"(40.844957540694644, -73.86735835752175)"
1057088-DCA,Business,12/31/04,Inactive,12/4/00,Tobacco Retail Dealer,BROTHER DELI GROCERY INC. V,,780,METROPOLITAN AVE,,BROOKLYN,NY,11211,7184860172,Brooklyn,3,301,34,3068896,3027650020,BK90,497,,-73.94314622,40.71463936,"(40.71463936398857, -73.94314622149464)"
1216037-DCA,Business,12/31/09,Inactive,12/14/05,Tobacco Retail Dealer,"SANTIAGO #3 DELI GROCERY, CORP.",SANTIAGO #3 DELI GROCERY,114,E 170TH ST,,BRONX,NY,10452,7185973359,Bronx,2,204,14,2008084,2028420047,BX63,22102,,-73.91539251,40.8393322,"(40.839332204964506, -73.91539251164973)"
1201776-DCA,Business,12/31/08,Inactive,6/23/05,Tobacco Retail Dealer,LAUREN'S DELI & GROCERIES CORP.,,785,BURKE AVE,,BRONX,NY,10467,7187983463,Bronx,2,212,12,2056368,2046030023,BX44,372,,-73.86379835,40.87139038,"(40.87139037612517, -73.86379835081817)"
1054238-DCA,Business,12/31/06,Inactive,12/5/00,Tobacco Retail Dealer,"CHELSEA GOURMET DELI, INC.",,234,8TH AVE,,NEW YORK,NY,10011,2123666955,Manhattan,1,104,3,1014098,1007710074,MN13,87,,-73.99902922,40.74453006,"(40.74453006236182, -73.99902921598112)"
1160882-DCA,Business,12/31/06,Inactive,2/26/04,Tobacco Retail Dealer,"RODRIGUEZ, JOSEFA",2075 CRESTON AVE DELI GROCERY,2075,CRESTON AVE,,BRONX,NY,10453,7185638234,Bronx,2,205,14,2013844,2031690053,BX41,241,,-73.90415422,40.85349983,"(40.853499827754774, -73.90415422222642)"
1186163-DCA,Business,12/31/05,Inactive,12/10/04,Tobacco Retail Dealer,JEROME EXPRESS DELI GROCERY CORP.,,2035,JEROME AVE,,BRONX,NY,10453,7184669398,Bronx,2,205,14,2008401,2028630032,BX36,243,,-73.90770041,40.85343136,"(40.853431357126034, -73.90770041354561)"
1045802-DCA,Business,12/31/08,Inactive,10/11/00,Tobacco Retail Dealer,"MASOUD, FAYZ B",F.M. WOODWARD DELI AND GROCERY,778,WOODWARD AVE,,RIDGEWOOD,NY,11385,7183812870,Queens,4,405,34,4083036,4034710032,QN20,551,,-73.90397261,40.70387583,"(40.7038758335879, -73.90397261325721)"
1109140-DCA,Business,12/31/04,Inactive,5/14/02,Tobacco Retail Dealer,"LORIMER EXPRESS DELI GROCERY, INC.",,574,BROADWAY,,BROOKLYN,NY,11206,7183024130,Brooklyn,3,301,33,3061334,3022470008,BK72,509,,-73.94773934,40.70403852,"(40.70403851933584, -73.94773934146804)"
1120235-DCA,Business,12/31/03,Inactive,8/20/02,Tobacco Retail Dealer,"204 FAMOUS DELI & GROCERY, INC.",204 FAMOUS DELI & GROCERY II,350,E 204TH ST,,BRONX,NY,10467,7186654575,Bronx,2,207,11,2017921,2033320042,BX43,425,,-73.87770694,40.87204547,"(40.87204546830381, -73.87770694197275)"
1045904-DCA,Business,12/31/06,Inactive,1/26/04,Tobacco Retail Dealer,"CHECO, JOSE R",METRO DELI GROCERY,174,E 205TH ST,,BRONX,NY,10458,7189228537,Bronx,2,207,11,2094745,2033110111,BX05,413,,-73.88504515,40.87519843,"(40.87519843209399, -73.88504515346473)"
1235400-DCA,Business,12/31/06,Inactive,8/9/06,Tobacco Retail Dealer,MY KIDS DELI CORP.,WINSTONS DELI,594,COLUMBUS AVE,,NEW YORK,NY,10024,2125808060,Manhattan,1,107,6,1032320,1012190501,MN12,173,,-73.9709043,40.78824188,"(40.788241884448084, -73.97090430409845)"
1065464-DCA,Business,12/31/04,Inactive,11/2/00,Tobacco Retail Dealer,"GUZMAN, GILBERTO A",CATHEDRAL DELI,301,W 110TH ST,,NEW YORK,NY,10026,2123162376,Manhattan,1,110,9,1076524,1018460501,MN11,19702,,-73.95865085,40.80075136,"(40.80075136200707, -73.95865084663698)"
1079438-DCA,Business,12/31/04,Inactive,5/2/01,Tobacco Retail Dealer,"MOFLEHI, MUNIR",STOP BY GROCERY & DELI,763,E GUN HILL RD,,BRONX,NY,10467,7184057840,Bronx,2,212,12,2057707,2046580001,BX44,380,,-73.8635023,40.87645948,"(40.87645947946056, -73.86350230072654)"
1103971-DCA,Business,12/31/05,Inactive,3/15/02,Tobacco Retail Dealer,"1601 EXPRESS DELI, INC.","1601 EXPRESS DELI, INC.",1601,DR MARTIN L KING JR BLVD,,BRONX,NY,10453,7189011415,Bronx,2,205,16,2008980,2028780001,BX36,21501,,-73.92046467,40.84697708,"(40.846977082554716, -73.92046466543435)"
1041538-DCA,Business,12/31/06,Inactive,9/9/00,Tobacco Retail Dealer,"TAM, YIN OY",RIDGEWOOD DELI GROCERY STORE,552,SENECA AVE,,RIDGEWOOD,NY,11385,7183665502,Queens,4,405,34,4082084,4034370029,QN20,545,,-73.91129274,40.70493021,"(40.70493020843494, -73.91129273754)"
1051662-DCA,Business,12/31/08,Inactive,1/3/01,Tobacco Retail Dealer,"CHAVEZ, GLORIA",LA SORPRESA DELI GROCERY,33,MONTROSE AVE,,BROOKLYN,NY,11206,7182189452,Brooklyn,3,301,34,3071057,3030490039,BK90,511,,-73.94888415,40.70679752,"(40.70679752211721, -73.94888414735604)"
1056407-DCA,Business,12/31/07,Inactive,1/3/01,Tobacco Retail Dealer,QAID MAHMOUD A,JAMAL GROCERY DELI,2806,FREDERICK DOUGLASS BLVD,,NEW YORK,NY,10039,2122817742,Manhattan,1,110,9,1084148,1020350001,MN03,234,,-73.93987897,40.82560479,"(40.825604789661234, -73.93987896871226)"
1231501-DCA,Business,12/31/07,Inactive,6/26/06,Tobacco Retail Dealer,L & E DELI CORP.,,59,STUYVESANT AVE,,BROOKLYN,NY,11221,7189197975,Brooklyn,3,303,36,3043164,3015990008,BK35,289,,-73.9342315,40.69393634,"(40.69393633909477, -73.9342315039068)"
1096808-DCA,Business,12/31/06,Inactive,11/21/01,Tobacco Retail Dealer,UNITED DELI CORP.,,290,KNICKERBOCKER AVE,,BROOKLYN,NY,11237,7183860327,Brooklyn,3,304,34,0,3000000000,BK77,429,,-73.92400614,40.70201613,"(40.70201612809696, -73.92400614197035)"
1054817-DCA,Business,12/31/09,Inactive,12/5/00,Tobacco Retail Dealer,"SHAWN DELI, INC.",,106,DUANE ST,,NEW YORK,NY,10007,2123496902,Manhattan,1,101,1,1001646,1001500503,MN24,33,,-74.00614322,40.71555627,"(40.71555626513634, -74.00614322124302)"
1209216-DCA,Business,12/31/06,Inactive,9/7/05,Tobacco Retail Dealer,"MOHAMED, KASSIM A",STAR DELI,3056,AVENUE X,,BROOKLYN,NY,11235,7186482987,Brooklyn,3,315,48,3203632,3074270001,BK17,626,,-73.93551782,40.5943645,"(40.5943644981172, -73.9355178234057)"
1186786-DCA,Business,12/31/06,Inactive,12/27/04,Tobacco Retail Dealer,"DE LA CRUZ, MAYRA M",MAYRA'S DELI GROCERY,1293,BRONX RIVER AVE,,BRONX,NY,10472,7185420725,Bronx,2,209,18,2024932,2037690020,BX08,54,,-73.88186546,40.83113447,"(40.831134470976494, -73.88186546396403)"
1244902-DCA,Business,12/31/08,Inactive,12/11/06,Tobacco Retail Dealer,CARLITO'S WAY DELI INC.,,2026,LAFONTAINE AVE,,BRONX,NY,10457,7182947130,Bronx,2,206,15,2011966,2030680024,BX17,37504,,-73.89335829,40.84811347,"(40.84811347472956, -73.89335828867883)"
1100574-DCA,Business,12/31/04,Inactive,1/28/02,Tobacco Retail Dealer,"ALSAIDI, JAMAL AA",920 DELI GROCERY,920,E 174TH ST,,BRONX,NY,10460,7188610270,Bronx,2,203,15,2010605,2029830023,BX75,161,,-73.88750669,40.83727729,"(40.83727729169809, -73.88750669067242)"
1133643-DCA,Business,12/31/07,Inactive,3/11/03,Tobacco Retail Dealer,"PRATT BAKERY & DELI, INC.",,241,TAAFFE PL,,BROOKLYN,NY,11205,7182670300,Brooklyn,3,303,35,3055136,3019250001,BK69,235,,-73.95955541,40.69113738,"(40.69113738107441, -73.95955540938948)"
1199125-DCA,Business,12/31/05,Inactive,6/2/05,Tobacco Retail Dealer,"FADEL, SALEH",TROY DELI GROCERY,234,TROY AVE,,BROOKLYN,NY,11213,7184679361,Brooklyn,3,308,36,3036698,3013760047,BK61,339,,-73.93643453,40.67157042,"(40.67157042193592, -73.93643453271628)"
1176096-DCA,Business,12/31/08,Inactive,3/25/05,Tobacco Retail Dealer,"PETER DELI & GROCERY, INC.",,8523,18TH AVE,,BROOKLYN,NY,11214,7182342266,Brooklyn,3,311,43,3329074,3063440072,BK28,278,,-74.00215367,40.60763994,"(40.607639939519636, -74.0021536746637)"
1161848-DCA,Business,12/31/08,Inactive,3/12/04,Tobacco Retail Dealer,MIRANDA DELI & GROCERY CORP.,,1288,HERKIMER ST,,BROOKLYN,NY,11233,7189229581,Brooklyn,3,316,41,3042585,3015670027,BK79,301,,-73.91095786,40.67752067,"(40.677520668878046, -73.9109578564833)"
2072005-1-DCA,Business,11/30/23,Active,5/29/18,Electronic Cigarette Dealer,ARENA DELI PLUS CORP,,77,4TH AVE,,BROOKLYN,NY,11217,,Brooklyn,3,306,39,3018504,3009320001,BK37,12901,,-73.97996437,40.68194502,"(40.6819450161227, -73.97996437204992)"
